Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Bawarchi," 5/8B, Bhavani Amman Koil Street, Pallikaranai, Chennai",Pallikaranai,"['North Indian', ' Street Food']",Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Takeaway Only', 'Standing Tables']"
Delight Biryani & Parotta," 1, Thandurai Main Road, Sitharkadu, Vepery, Chennai",Vepery,['North Indian'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Great Wall of China, Delivery Only,Purasavakkam,['Chinese'],Invalid,1000,None,None,None,None,['Delivery Only']
Briyani By Beevi," 03, 1st Floor, Santhome High Road, Mylapore, Chennai",Mylapore,"['Biryani', ' North Indian']",Invalid,1000,None,None,None,None,['Delivery Only']
Barbique Empire, Delivery Only,Purasavakkam,['BBQ'],Invalid,1000,None,None,None,None,['Delivery Only']
Briyani By Beevi, Delivery Only,Purasavakkam,"['Biryani', ' North Indian']",Invalid,500,None,None,None,None,['Delivery Only']
Spicy Foodie and Snacks," 95/2, GS Babu Complex, 40 Feet Road, Puthagaram, Thiruvallur, Chennai",Thiruvallur,['Fast Food'],Invalid,150,None,None,None,None,['Indoor Seating']
Neaya Food Court," 3/2, Gangai Amman Avenue, Valluvar Salai, CH 89, Villivakkam Block, Ward 155, Ramapuram, Chennai",Ramapuram,['Fast Food'],Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Sri Venkateshwara Hotel," 3/PC-6, Kambar Salai, Mogappair West, Mogappair, Chennai",Mogappair,['South Indian'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Sangeetha Fast Food & Atho Shop," S.N.Chetty Street, Kasimedu, Royapuram, Chennai",Royapuram,"['Fast Food', ' Biryani']",Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Hotel Ajantha," 296 A, S.N.Chetty Street, Royapuram, Chennai",Royapuram,['South Indian'],Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
New SPS Woodland Fast Food & Biryani," 68, S.N.Chetty Street, Royapuram, Chennai",Royapuram,"['Biryani', ' Chinese']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Ramakrishna Iyengar Bakery," 188, M.S. Koil Street, Royapuram, Chennai",Royapuram,['Bakery'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Takeaway Only', 'Desserts and Bakes']"
Parkinn Beach Resorts," 2/226,Chinnandi Main Road, Vettuvankeni, Chennai",Vettuvankeni,"['North Indian', ' Chinese']",Invalid,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Kottage Kraft," 7/49, Bharathiar Street, Santhoshpuram,East, Tambaram, Chennai",Selaiyur,"['North Indian', ' South Indian']",Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Pre-Ordering Required']"
Aaravs Kitchen," 142/A, MelpattIponappan Street, Perambur, Chennai",Perambur,['South Indian'],Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery']"
Al Sheeraz," Periyar Salai, Pachaiyappan Salai, Palavakkam, Chennai",Palavakkam,"['South Indian', ' Biryani']",Invalid,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Mom's Recepies," 2nd Street, Govindaraj Nagar, Moulivakkam, Chennai",Porur,['South Indian'],Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Red Mango," 2, Selvaganapathy Nagar, Noombal, Porur, Chennai",Porur,"['Fast Food', ' Street Food', ' Chinese', ' Biryani']",Invalid,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Madras Food Corner," 48, Pulianthope High Road, Bhogipalayam, Pulianthope, Purasavakkam, Chennai",Purasavakkam,['South Indian'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Sri Krishna Bhavan," Old Mahabalipuram Road, Near Chettinad Health City, Padur, Chennai",Padur,"['South Indian', ' North Indian', ' Chinese', ' Chettinad']",Invalid,350,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Breakfast', 'Delivery Only']"
Hotel Aadhi Selvam," 9/1, Ottiambakkam Main Road, Sithalapakkam, Near Medavakkam, Chennai",Medavakkam,['South Indian'],Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Shawarma Cafe, Delivery Only,Porur,['Lebanese'],Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
Kirubaji Fast Foods," 63, Karukku Main Road, Ilango Nagar, Ambattur, Chennai",Ambattur,"['South Indian', ' Fast Food']",Invalid,200,None,None,None,None,['Takeaway Only']
Charuby, Delivery Only,Porur,['Rolls'],Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
Kings Biryani," 8, Thilagar Street, 5th Block, Near Lifeline Hospital, Mogappair, Chennai",Mogappair,"['Biryani', ' South Indian']",Invalid,300,None,None,None,None,['Takeaway Only']
Zan Shakes," Opposite C Abdul Hakeem Arts College, Melvisharam, Anna Salai, Chennai",Anna Salai,['Beverages'],Invalid,300,None,None,None,None,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
7 Eleven Kitchen," 7, S 2, Lakshmi Nagar, Indra Nagar, IAF Road Selaiyur, East Tambaram, Chennai",Tambaram,"['Biryani', ' Seafood', ' Chinese']",Invalid,250,None,None,None,None,"['Breakfast', 'Free Parking', 'Indoor Seating']"
Tea Table," 123/26, Rose Nagar Main Road, Kovilambakkam, Medavakkam, Chennai",Medavakkam,"['South Indian', ' Chinese']",Invalid,250,None,None,None,None,"['Breakfast', 'Indoor Seating']"
The New Box, Delivery Only,Perambur,"['Chinese', ' North Indian']",Invalid,300,None,None,None,None,['Delivery Only']
Rathna Foods," Club House, Raja Annamalai Puram, RM Towers, MRC Nagar, Chennai",MRC Nagar,"['South Indian', ' Italian']",Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Pops Juice & Chaats," 121-2, Vijayalakshmipuram, Opposite VM Hospital, Oragadam, Chennai",Oragadam,"['Fast Food', ' Street Food', ' Juices', ' Beverages']",Invalid,300,None,None,None,None,"['Breakfast', 'Standing Tables', 'Outdoor Seating']"
San Fried Court," 1B, Lal Bahadur Shastri Street, Laxmi Nagar Extension, Sholinganallur, Chennai",Sholinganallur,"['Fast Food', ' Seafood']",Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Free Parking', 'Indoor Seating']"
Sri Velan Tiffin Center," Shop 13, 15th Street, Tansi Nagar, Velachery, Chennai",Velachery,['South Indian'],Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Royal Yummy Bites And Delights," 14/10, Vini Lane, Opposite Jaya Womens College, Perambur, Chennai",Perambur,['Fast Food'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Outdoor Seating', 'Indoor Seating']"
Om Sakthi Sweets & Bakery," 25/3A, Gandhi Nagar Main Road, Ekkaduthangal, Chennai",Ekkaduthangal,"['Mithai', ' Bakery']",Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']"
Sri Vinayaga Hotel," 29, Poonamallee Road, Ekkattuthangal, Chennai",Ekkaduthangal,['South Indian'],Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Star Biryani," 651, East Coast Road, Kanathur. Chennai",Kanathur,"['Biryani', ' Chinese']",Invalid,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Thangam Hotel," 269, East Coast Road, Injambakkam, Kanathur, Chennai",Kanathur,['South Indian'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Chennai Eat," 15, 15th Street, Ambal Nagar, Keelkattalai, Pallavaram, Chennai",Pallavaram,['South Indian'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Takeaway Only']
C.S.Mess," 1/8, Bazzar Road, Mogappair, Chennai",Mogappair,"['Chettinad', ' South Indian']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Takeaway Only']
New Best Fast Food," Valluvar Salai, Ramapuram, Chennai",Ramapuram,"['Biryani', ' Fast Food', ' Seafood']",Invalid,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
PR Juice Park," 52/2, Balaya Garden, Madipakkam, Chennai",Madipakkam,"['Beverages', ' Juices']",Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Adithya Om," 86, Panjalpettai, Banglore High Road, Sriperambadur, Poonamalle, Chennai",Poonamalle,"['South Indian', ' Street Food']",Invalid,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Hotel Blue Nile," 94, GST Road, Pallavaram, Chennai",Pallavaram,"['North Indian', ' Chinese']",Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Bhethal Unavagam," 15/59, T.H.Road, Moolakdai, Perambur, Chennai",Perambur,['South Indian'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Moboy Hot & Cool," 8/205, Subhash Chandra Boss Street, Nukampallya, Sithalapakkam, Chennai",Purasavakkam,"['Biryani', ' Chinese', ' Kerala', ' Sandwich', ' Beverages']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Free Parking', 'Indoor Seating']"
Hotel Hero," Surapet Main Road, Gandhi Nagar, Korattur, Ambattur, Chennai",Ambattur,"['South Indian', ' Chettinad', ' Chinese']",Invalid,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Hotel Raja Kaveri," 1/10, OMR Road, Opposite Velappa Tyres, Kelambakkam, Chennai",Kelambakkam,"['North Indian', ' Chinese']",Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Berry Que Juice Factory," 72, MTH Road, Ambattur, Chennai",Ambattur,"['Fast Food', ' Beverages']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
S.A Food Center," 117, Kamaraj Salai, Chinnasekkadu, Manali, Porur, Chennai",Porur,['Fast Food'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,['Takeaway Only']
Kokkarakko Biriyani," E-3, Ayya Pakkam Main Rd, Dharma Nagar, Ambattur, Chennai",Ambattur,"['Biryani', ' Fast Food']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating', 'Free Parking']"
Blueberry The Cake Cafe," 28, Parasakthi Nagar, Camp Road, Selaiyur, Chennai",Selaiyur,['Bakery'],Invalid,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Nellai Tea & Coolbar," 4/99, Vandalur, Kattangalathur Block, Kancheepuram, GST Road, Chennai",GST Road,"['South Indian', ' Chinese']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Uncle John Ice Creams Delivery," Kreem Foods P.Ltd, Tambaram 18/24, 2nd Street Tambaram Taluk, Reddiar Palayam, Taramani, Chennai",Taramani,"['Ice Cream', ' Desserts']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Takeaway Only', 'Desserts and Bakes']"
Gowrish Fast Food," 62, Appar Street, TMP Nagar, Padi, Ambattur, Chennai",Ambattur,"['Fast Food', ' Chinese']",Invalid,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Mr. Vadapav," Plot 6, Jayalakshmi Nagar, Thayur Village, Omr, Kelambakkam, Chennai",Kelambakkam,"['Street Food', ' Sandwich']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Mariska Chocolatier," Flat 14, 1st Street, Saint Anthony Nagar, Annanur, Avadi, Chennai",Avadi,"['Bakery', ' Desserts']",Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Home Baker', 'Desserts and Bakes']"
Grand Restaurant," 155B JN Road Oil Mill Chennai, Chennai Locality, Chennai",Thiruvallur,"['Arabian', ' BBQ', ' Biryani', ' Chinese', ' Fast Food', ' South Indian', ' Street Food']",Invalid,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Saraswathi Chettinad Restaurant," 66, Facit Avenue, Anna Nedunsalai, Perungudi, Chennai",Perungudi,"['Chettinad', ' South Indian']",Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
OMR Chai," 2/252 Santhosh Nagar, Kandancavadi, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"['Beverages', ' Fast Food']",Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Ram Chaats," Survey 41/2 A, Nandivaram Town Panchayat, Guduvanchery, Near SIS Safaa, GST Road, Chennai",GST Road,"['Beverages', ' Fast Food', ' Italian']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Takeaway Only']
Go Grill," Shop 16, Mounasamy Madam Cross Street, Venkatapuram, Ambattur, Chennai",Ambattur,"['Rolls', ' Fast Food', ' Biryani']",Invalid,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
M.S.Classic Food Corner," 54/1, C.N.K Road, Triplicane, Anna Salai, Chennai",Anna Salai,"['South Indian', ' Chinese']",Invalid,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Vasugi Tiffin Center," 8/47, Abhirami Nagar, Udavum Karangal Main Road, Thiruverkadu, Tamil Nadu",Avadi,['South Indian'],Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Jeeva Hotel," NH 48, Sivanthangal, Sriperumbudur, Kanchipuram District, Chennai",Kanchipuram District,['Fast Food'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Hotel Sri Saravana," 70, R.P Road, Hasthinapuram, Chromepet, Chennai",Chromepet,['South Indian'],Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Yellow Bowl," Behind Safa Guduvanchery, Chengalpattu, Chennai",Chengalpattu,"['Chinese', ' North Indian']",Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
VRVN Vennila Baker's," Near Christ Power Church, Tharappakkam Road, Vigneshwara Nagar, Tharapakkam, Porur, Chennai",Porur,['Bakery'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Takeaway Only', 'Desserts and Bakes']"
Bazaar Foods," 6, Raja Badher Street, Pondy Bazaar, T. Nagar, Chennai",T. Nagar,['South Indian'],Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Hotel Ravi & Fast Food," PV Rayapan Street, K.K. Nagar, Ramapuram, Chennai",Ramapuram,"['Biryani', ' Chinese', ' Fast Food']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Indoor Seating', 'Free Parking']"
Take 'A' Break," Shop 11, Madambakkam Main Road, GST Road, Chennai",GST Road,['Fast Food'],Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Outdoor Seating', 'Indoor Seating']"
Sri Anjaneya Andhra And Chinese Foods," 19/43, Pillayar Kovil Street, Padikuppam, Koyambedu, Chennai",Koyambedu,"['South Indian', ' Chinese']",Invalid,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Corner Fast Food," 145, Eldams Road, Alwarpet, Chennai",Alwarpet,"['South Indian', ' Fast Food']",Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Pappus Kitchen," Opposite Arogia Onnai Hospital, Madambakkam, Guduvanchery, GST Road, Chennai",GST Road,"['Chinese', ' South Indian']",Invalid,250,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Free Parking', 'Indoor Seating', 'Catering Available', 'Self Service']"
Magic Super Fast," Near W Madha Church Street, Pudumanaikuppam, Royapuram, Chennai",Royapuram,"['Fast Food', ' Beverages']",Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Takeaway Only', 'Standing Tables']"
Sri Kaalathi Annapurna," 3, Bazzar Road, Mylapore, Chennai",Mylapore,['South Indian'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Takeaway Only', 'Vegetarian Only', 'Standing Tables']"
Hot Bite," 8/9, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,['Fast Food'],Invalid,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Nellai Anjali Cool Bar," Old 113, New 148, L.B.Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Beverages', ' Juices']",Invalid,100,None,Not enough Dining Reviews,None,Does not offer Delivery,['Takeaway Only']
Crunchee Juicee," 20 B, Pugalendhi Street, MGR Nagar, Adambakkam, Chennai",Adambakkam,"['Fast Food', ' Beverages']",Invalid,300,None,None,None,None,['Home Delivery']
New Pammal Briyani," Old 183, New 9, Pamma Main Road, Pammal, Pallavaram, Chennai",Pallavaram,"['Biryani', ' North Indian', ' Fast Food']",Invalid,200,None,None,None,None,['Indoor Seating']
Nalan Food Corner, Delivery Only,Choolaimedu,"['Biryani', ' North Indian']",Invalid,300,None,None,None,None,['Delivery Only']
Kidz Kitchen, Delivery Only,T. Nagar,"['Fast Food', ' Pizza']",Invalid,500,None,None,None,None,['Delivery Only']
Hot Chappathies, Delivery Only,Madipakkam,"['Pizza', ' Sandwich']",Invalid,300,None,None,None,None,['Delivery Only']
Tossed," 11, Novotel Chamiers Road, Nandanam, Chennai",Nandanam,['Italian'],Invalid,850,None,None,None,None,['Home Delivery']
Astoria Veg," D 5/354, Plot C, Ground Floor, Rajiv Gandhi Salai, OMR, Okkiyam, Thuraipakkam, Chennai",Thuraipakkam,"['South Indian', ' North Indian', ' Chinese', ' Beverages']",Invalid,600,None,None,None,None,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Al-Meiysha Briyani And Caterers," 34/63, Vandikaran Street, Reddy Kuppam Road, West Mambalam, Chennai",West Mambalam,"['Biryani', ' Fast Food']",Invalid,200,None,None,None,None,"['Home Delivery', 'Standing Tables', 'Indoor Seating']"
The Hydration Cafe," 1, Gandhi Main Road, Sankar Nagar, Pallavaram, Chennai",Pallavaram,"['Fast Food', ' Chinese', ' Beverages']",Invalid,300,None,None,None,None,"['Breakfast', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Magic Booster," 137/306, Ramakrishna Mutt Road, Kamaraj Nagar, Raja, RA Puram, Chennai",RA Puram,['Juices'],Invalid,200,None,None,None,None,['Takeaway Only']
The Sandwich Nation, Delivery Only,GST Road,"['Sandwich', ' Burger', ' Momos', ' Fast Food', ' Beverages']",Invalid,250,None,None,None,None,['Delivery Only']
Magic Booster," 137/306, Rama Krishna Mutt Road, Mandaveli, Chennai",Mandaveli,['Juices'],Invalid,100,None,None,None,None,['Takeaway Only']
Mayavaram Mess," 239, Avadi Poonamallee Highway, Thiruvallur, Chennai",Thiruvallur,"['South Indian', ' Chinese']",Invalid,200,None,None,None,None,"['Breakfast', 'Indoor Seating']"
Shawarma And Bbq Bar, Delivery Only,GST Road,['Fast Food'],Invalid,300,None,None,None,None,['Delivery Only']
Chai Story, Delivery Only,GST Road,"['Beverages', ' Fast Food']",Invalid,200,None,None,None,None,['Delivery Only']
Teazilla," 20, Perumal Nagar, Main Road, Ullagaram, Madipakkam, Chennai",Madipakkam,"['Beverages', ' Biryani', ' Chinese', ' Fast Food']",Invalid,300,None,None,None,None,['Indoor Seating']
ENJ Restaurant," Plot 147, Bhel Nagar, Kovilabakkam Road, Medavakkam, Chennai",Medavakkam,"['Chinese', ' BBQ']",Invalid,300,None,None,None,None,"['Home Delivery', 'Indoor Seating']"
Taj Mughalai," 281, Purasawalkam High Road, Perumalpet, Purasavakkam, Chennai",Purasavakkam,['Mughlai'],Invalid,1000,None,None,None,None,['Delivery Only']
Taj Mughalai," 03, 1st Floor, Santhome High Road, Mylapore, Chennai",Mylapore,['Mughlai'],Invalid,1000,None,None,None,None,['Delivery Only']
Great Wall of China," 14, Bharathi Salai, 4th Block, Mogappair West, Mogappair, Chennai",Mogappair,['Chinese'],Invalid,1000,None,None,None,None,['Delivery Only']
Taj Mughalai," 14, Bharathi Salai, 4th Block, Mogappair West, Mogappair, Chennai",Mogappair,['Mughlai'],Invalid,1000,None,None,None,None,['Delivery Only']
Great Wall of China," 20, Vivekandha Main Road, Teacher's Colony, Kolathur, Chennai",Kolathur,['Chinese'],Invalid,1000,None,None,None,None,['Delivery Only']
Yaa Mohaideen Biryani," 4/158, Church Road, Opposite Uzhavar Santhai & Tea Stall, Pallavaram, Chennai",Pallavaram,"['Biryani', ' Chinese', ' Tamil']","['Mutton Biryani', ' Chicken 65', ' Chicken Biryani', ' Chicken Pakora', ' Brinjal Curry', ' Bread Halwa', ' Basmati Rice']",600,4.5,3414,None,Does not offer Delivery,"['Indoor Seating', 'Table Reservation Not Required']"
Yaa Mohaideen Biryani," 13, Kailash Nagar, Perumbakkam, Medavakkam, Chennai",Medavakkam,"['Biryani', ' Chettinad', ' North Indian', ' Mughlai']","['Bread Halwa', ' Biryani', ' Chicken Grill']",700,4.1,603,3.8,14700,"['Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani," 1/1, Prakasam Road, Parthasarathi Puram, T Nagar, Chennai",T. Nagar,"['Biryani', ' Chinese', ' South Indian', ' North Indian']","['Chicken 65', ' Tandoori Chicken', ' Mutton Biryani', ' Tomato Rice', ' Bread Halwa', ' Vanjaram Fish Fry']",400,3.9,556,3.7,3521,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Yaa Mohaideen Biryani," 15, Sasthiri Nagar, Jawaharlal Nehru Road, 100 Feet Road, Vadapalani, Chennai",Vadapalani,"['North Indian', ' Seafood', ' Biryani', ' Beverages', ' Desserts']","['Mutton Biryani', ' Bread Halwa']",1000,3.5,112,3.7,2235,"['Home Delivery', 'Wheelchair Accessible', 'Free Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Valet Parking Available', 'Disabled Friendly']"
Yaa Mohaideen Biryani," 463, Nibav Building, Mathura Road, Ambattur, Chennai",Ambattur,"['Biryani', ' Chettinad', ' North Indian', ' Mughlai']",['Biryani'],700,3.7,96,4,3511,"['Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani," Near Toll Plaza, Old Mahabalipuram Road, Egatoor, Chennai",Egatoor,"['Biryani', ' North Indian']","['Bread Halwa', ' Mutton Biryani']",450,None,Does not offer Dining,4,7308,['Home Delivery']
Yaa Mohaideen Biryani," 35A, 35B, 35C, Gangai Amman Kovil, Main Street, Ganapathy Nagar, Velachery, Chennai",Velachery,"['Chinese', ' Biryani', ' North Indian']",Invalid,600,3.6,95,3.9,1631,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani," 6, CMDA Town Center, GST Road, Maraimalai Nagar, Kattankulathur, Potheri, Chennai",Potheri,"['Biryani', ' Chinese', ' Tamil']",Invalid,600,3.6,141,3.8,3041,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Yaa Mohaideen Biryani," 61, Perambur High Road, Near Adyar Ananda Bhavan, Perambur, Chennai",Perambur,"['Biryani', ' Chinese', ' Tamil']",Invalid,600,3.8,100,3.8,2766,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Yaa Mohaideen Biriyani," Plot 15, Sri Ram Nagar Extension 2, Mudichur Road, Tambaram, Chennai",Tambaram,"['Chinese', ' North Indian', ' Mughlai', ' Biryani']",Invalid,550,3.5,50,3.8,2108,"['Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani," 243, Urapakkam, GST Road, Chennai",GST Road,"['Biryani', ' Chinese', ' Tamil']",Invalid,600,3.7,82,3.8,2875,"['Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani," 79, 80, Arcot Road, Rajeswari Nagar, Karambakkam, Porur, Chennai",Porur,"['North Indian', ' Chinese', ' Tamil']",Invalid,500,2.8,32,3.5,593,"['Home Delivery', 'Indoor Seating']"
Yaa Mohaideen Biryani, Delivery Only,Karapakkam,['Biryani'],Invalid,600,None,Does not offer Dining,3.3,161,['Delivery Only']
Yaa Mohaideen Biryani," 115, Sengani Amman Kovil Street, 22, Veerapuram, Mahindracity, Chengalpattu, Chennai",Chengalpattu,"['Biryani', ' Chinese', ' Tamil']",Invalid,600,None,Does not offer Dining,3.5,527,['Home Delivery']
SS Hyderabad Biryani," 152, Paper Mills Road, Near Vasan Eye Care, Perambur, Chennai",Perambur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Mutton Biryani', ' Fried Rice', ' Chicken Grill']",500,4.2,732,4.2,512,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 109, Valluvarkottam High Road, Nungambakkam, Chennai",Nungambakkam,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Brinjal Gravy', ' Chicken 65', ' Bread Halwa', ' Mutton Biryani', ' Chicken Grill', ' Onion Raita', ' Basmati Rice']",500,4.3,797,4.3,9897,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Catering Available', 'Table reservation required']"
SS Hyderabad Biryani," 33, Samdaria Colony Road, Kolathur, Chennai",Kolathur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Chicken Grill', ' Shawarma', ' Brinjal Curry', ' Mutton Biryani', ' Roti', ' Egg Fried Rice', ' Chicken Biryani']",500,4.2,730,4.3,12,"['Home Delivery', 'Serves Halal', 'Indoor Seating']"
SS Hyderabad Biryani," 308, Near Ambattur Market, M.T.H. Road, Venkatapuram, Ambattur, Chennai",Ambattur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Brinjal Gravy', ' Hyderabadi Biryani', ' Chicken Biryani']",500,4.2,629,4.2,2843,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
SS Hyderabad Biryani," 54, HVF Road, Near Avadi Camp Head Office, Avadi, Chennai",Avadi,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Chicken Biryani', ' Fried Rice']",500,4.2,381,4.4,1529,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
