Name,Location,country,Price for 2,Dining Rating,Delivery Rating,food,Dining Rating Count
Hotel Uppu Saaru,Kolathur,Japanese,700,3.7,3.7,Sushi Tempura ,93
Ayur Square,Velachery,Japanese,500,4.1,4.1,Omuraisu Ramen ,69
Palms Kitchen,"Fairfield by Marriot, Chengalpattu",Japanese,1400,3.7,3.3,Sushi Tempura ,92
The Bench Cafe,Ambattur,Korean,500,3.5,3.6,Tteokbokki Japche ,69
Amaze,Perungudi,Western,300,3.5,3.6,Sandwich Steak ,83
Ice Cream Works,Thiruvanmiyur,Chinese,300,3.9,4.2,Dimsum Dumplings ,85
Shri Anandhaas,Pallikaranai,Japanese,450,3.3,3.7,Tempura Donburi ,93
Haji Ali Juice Centre,Chetpet,Dessert,600,3.7,4.2,Cupcake Cupcake ,66
Amigo Food Court,Selaiyur,Western,600,3.5,3.5,Sandwich Pizza ,87
The Balcony Cafe,Nungambakkam,Chinese,600,2.9,4.1,Dumplings SpringRoll ,51
Madurai Saradha Mess,Anna Nagar East,Chinese,300,3.4,4.1,Wontons Dimsum ,108
Al Taj Biryani,Triplicane,Korean,300,3.8,4.3,Bibimbap Bulgogi ,104
Ratri Cafe,Chromepet,Western,200,3.9,3.8,Sandwich Hamburger ,95
Sporty Cafe,Madipakkam,Korean,500,4.0,4.2,Bulgogi Bulgogi ,91
Cream Affair,Nungambakkam,Western,300,3.9,3.9,Steak Sandwich ,70
Twinkle Dipz,"OMR Food Street, Guduvancheri",Chinese,250,3.9,3.9,Dimsum Wontons ,87
Soo Meen,Taramani,Japanese,300,3.8,4.0,Ramen Tempura ,48
24x7 Bytes,"Gokulam Park Sabari - OMR, Old Mahabalipuram Road ",Dessert,1100,3.1,3.7,Brownies Brownies ,83
Restogram,Kodambakkam,Western,450,3.8,4.0,Pizza Pizza ,102
Biryani Darbar,Virugambakkam,Dessert,500,3.0,3.2,Donut Donut ,101
Arabica,Sholinganallur,Chinese,500,3.5,3.7,Dimsum SpringRoll ,91
Food First,Thiruvanmiyur,Dessert,600,3.2,4.0,Cupcake Donut ,74
Hotel Quality,Alwarpet,Japanese,500,3.0,3.7,Tempura Udon ,64
Seena Vaana Chettinad Hotel,Palavakkam,Dessert,500,3.7,4.0,Cupcake Cookie ,99
Emo Restaurant,Potheri,Japanese,400,2.9,3.8,Sushi Sushi ,88
Woodlands T.R.,T. Nagar,Chinese,350,2.5,3.8,SpringRoll SpringRoll ,66
Bhuuva,Nungambakkam,Chinese,400,3.7,3.6,SpringRoll Dumplings ,60
Idli Xpress,Velachery,Dessert,150,3.9,3.8,Cupcake Cupcake ,89
Apsara Ice Creams,Besant Nagar,Dessert,400,3.9,4.3,Donut Cupcake ,56
Zero Base,Karapakkam,Korean,500,3.7,3.7,Japche Japche ,81
Hotel Janapriya,Egatoor,Chinese,600,3.8,3.0,SpringRoll SpringRoll ,89
Caffe Time,Ashok Nagar,Dessert,150,3.8,3.4,Cookie Brownies ,72
Hotel Vasantham,Sholinganallur,Chinese,200,3.4,3.9,Dumplings Dimsum ,54
Pizza Deli,Nungambakkam,Korean,500,3.5,3.4,Tteokbokki Tteokbokki ,69
Betel Leaf,Kodambakkam,Korean,750,3.5,3.6,Bibimbap Bibimbap ,54
Munch,Mylapore,Japanese,400,3.1,3.9,Ramen Ramen ,78
Alagar Restaurant,Ashok Nagar,Western,500,3.7,4.1,Salad Salad ,68
Cafe Zero,Navallur,Dessert,500,4.0,4.2,Cookie Donut ,82
New Chennai Durbar,Semmancheri,Western,500,3.6,3.9,Hamburger Salad ,91
Khao India,"Chennai Food Town, Thuraipakkam",Western,450,3.7,3.7,Pizza Salad ,70
Little India,Vadapalani,Chinese,400,3.7,4.2,Dimsum Dimsum ,52
KVR Navayuga,Alwarpet,Dessert,600,3.7,4.1,Cupcake Donut ,74
Lassiwala,Selaiyur,Dessert,350,3.9,3.8,Donut Brownies ,65
Lips,Anna Nagar East,Korean,400,3.7,4.0,Tteokbokki Bibimbap ,79
Gelato Italiano,"Phoenix Market City, Velachery",Chinese,200,3.6,3.9,Dimsum Dimsum ,65
Titanic,Triplicane,Dessert,400,3.8,3.9,Donut Cupcake ,97
Pulp Fiction,"Massbunk Complex, Purasavakkam",Chinese,300,4.0,4.1,SpringRoll Wontons ,88
JOJO's Char-Grill,Aminijikarai,Chinese,500,3.7,3.6,Dimsum Dimsum ,92
Bon Chocolate,K.K. Nagar,Western,350,3.8,3.9,Steak Steak ,44
Palimaar,Egmore,Japanese,400,3.1,3.9,Ramen Donburi ,77
Yaa Rahman Biriyani,Saligramam,Western,250,3.1,2.3,Steak Pizza ,75
New Rangis,Alandur,Dessert,500,3.8,4.1,Cupcake Brownies ,66
Out Of The Bottle,Gopalapuram,Japanese,450,3.8,4.2,Omuraisu Omuraisu ,51
TN 72 Cafe,Selaiyur,Korean,350,3.9,3.2,Bibimbap Japche ,85
Ciclo Life,RA Puram,Western,600,3.9,4.3,Salad Sandwich ,77
Madurai Mundasukatti Biryani,Medavakkam,Japanese,300,3.7,3.6,Ramen Donburi ,72
Biswal & Biswal Restaurant,Perungudi,Western,350,3.8,3.7,Salad Hamburger ,62
Kokoroko Idli,Washermenpet,Japanese,300,3.5,3.7,Sushi Ramen ,100
Hotel Vasantham,Ramapuram,Chinese,200,3.4,4.1,Dimsum Dumplings ,86
Ton Kiang,Porur,Chinese,800,3.6,3.8,SpringRoll Wontons ,61
Old Madras Bites,Madipakkam,Japanese,300,3.6,3.5,Donburi Udon ,64
Hotel Pandian,Valasaravakkam,Western,400,3.5,4.1,Sandwich Pizza ,63
Flake n Bake,Purasavakkam,Korean,500,3.4,3.8,Japche Tteokbokki ,91
Grab D Thattu,"OMR Food Street, Navallur",Japanese,150,3.9,3.6,Omuraisu Donburi ,54
Return of the Dragon,"OMR Food Street, Ambattur",Korean,500,3.9,3.8,Bibimbap Tteokbokki ,69
Hotel Bhimaas,"Hotel Bhimaas, Vadapalani",Western,550,2.7,3.8,Pizza Hamburger ,72
Amaravathi Andhra Home Foods,Gopalapuram,Western,250,3.6,4.5,Sandwich Sandwich ,83
Spice Roots,Thuraipakkam,Japanese,800,3.4,3.6,Udon Ramen ,67
Hotel City Park,Porur,Korean,900,3.6,3.9,Bulgogi Japche ,82
Firangi Falooda,Anna Nagar West,Korean,350,3.7,3.3,Tteokbokki Bulgogi ,65
Faster Fries! Kitchens,Thuraipakkam,Dessert,400,3.7,3.5,Cookie Cookie ,63
The Republik,Adyar,Western,1000,3.8,3.9,Sandwich Steak ,52
Adam's Multicuisine Restaurant,Nandanam,Japanese,700,3.6,3.6,Ramen Ramen ,70
Madharas Delicious,Pallikaranai,Korean,600,2.9,3.4,Bulgogi Bulgogi ,59
Arun Home Mess,Velachery,Western,200,3.9,4.4,Pizza Steak ,76
The Chennai Dhaba,Adambakkam,Korean,600,3.5,4.0,Japche Bulgogi ,68
Taar Kana Kebab & Tandoor,Tambaram,Western,500,3.0,3.9,Hamburger Steak ,72
Dominus,Anna Nagar West,Chinese,400,3.6,4.5,Wontons SpringRoll ,88
Elite Foods,Avadi,Western,750,2.8,4.3,Pizza Hamburger ,71
Guru Mess,Adyar,Chinese,600,2.8,3.7,Dumplings Dumplings ,44
Food Zone,"Mahindra World City, Chengalpattu",Japanese,400,3.0,3.8,Omuraisu Omuraisu ,80
AR Rahman Bistro,Perambur,Korean,400,3.9,4.1,Tteokbokki Japche ,79
Mak N Bajji Shop,Triplicane,Western,150,3.8,4.1,Pizza Salad ,71
Madurai Ayyanar Mess,Thuraipakkam,Korean,350,3.8,3.4,Bibimbap Japche ,66
TreatBox,Sholinganallur,Korean,400,3.7,3.8,Japche Japche ,71
Bombay Crispy Chicken,Ramapuram,Dessert,250,3.3,3.7,Donut Brownies ,59
Aroma Restaurant,Kodambakkam,Chinese,200,3.3,4.1,Dumplings Wontons ,83
Ammu's Kitchen,"OMR Food Street, Injambakkam",Korean,350,3.8,3.7,Bulgogi Tteokbokki ,71
The Cake World,"TNHB Complex, Adyar",Korean,500,3.0,3.9,Bulgogi Bulgogi ,60
Zaffran Multicuisine Restaurant,Old Mahabalipuram Road (OMR),Dessert,600,3.0,3.4,Donut Cookie ,58
Hunger's Club,Velachery,Western,500,3.1,3.9,Pizza Steak ,85
Mr. Chinese,West Mambalam,Dessert,400,3.2,3.2,Cookie Cookie ,78
Bread & Beyond,Anna Nagar East,Japanese,400,3.7,4.1,Udon Sushi ,48
Juice It Up,Kodambakkam,Dessert,250,3.3,3.5,Brownies Donut ,78
Teasers,"Forum Vijaya Mall, Vadapalani",Japanese,300,3.8,3.4,Tempura Sushi ,54
Hotel Food Palace,Thiruvanmiyur,Chinese,400,3.2,4.0,Dumplings Dumplings ,62
Marhaba Family Restaurant,Kotturpuram,Dessert,500,2.8,3.4,Donut Cupcake ,64
Buhari Hotel,Neelangarai,Japanese,800,2.7,4.0,Ramen Ramen ,61
Chestnut,Kilpauk,Japanese,650,3.8,3.5,Tempura Omuraisu ,49
Coco Buzz Kitchen,Kelambakkam,Japanese,350,3.8,3.4,Tempura Ramen ,69
Ciro's Pizzeria,Kottivakkam,Japanese,650,4.0,3.9,Omuraisu Omuraisu ,43
Madurai Vilakuthoon Hanifa Jigarthanda,T. Nagar,Dessert,200,3.2,3.9,Cookie Donut ,40
FoodBee,Ashok Nagar,Japanese,250,3.6,3.2,Omuraisu Udon ,54
Fruitzee,"OMR Food Street, Navallur",Chinese,150,3.8,3.6,Wontons SpringRoll ,54
Top Roof Restaurant,Maduravoyal,Dessert,500,3.2,3.6,Brownies Cupcake ,57
Nalabagamm,Avadi,Dessert,650,3.3,4.0,Cupcake Brownies ,65
Jannath Chicken,Kolathur,Dessert,300,3.4,3.3,Cupcake Cupcake ,42
Royal Biryani,Ramapuram,Korean,300,2.9,3.4,Bibimbap Japche ,65
Waffle Bay,Kilpauk,Dessert,250,3.7,4.3,Donut Cupcake ,47
Mangudi Masala,Kolathur,Japanese,600,2.7,3.6,Tempura Udon ,49
Moti Mahal Delux,"Ambit IT Park, Ambattur",Dessert,500,3.2,3.6,Cupcake Cookie ,57
Rice Bowl,Adyar,Japanese,750,3.5,3.7,Sushi Udon ,54
Biryanee Bowl & Burmese Atho,Ramapuram,Dessert,200,3.7,4.2,Brownies Cupcake ,58
The Superheroes Cafe,Pallavaram,Korean,200,3.8,3.6,Bibimbap Bibimbap ,59
Cane 4 U,Besant Nagar,Western,100,3.8,4.6,Pizza Pizza ,52
SRM Grands - Navarasa,Kolathur,Korean,600,3.4,4.2,Japche Japche ,49
Burger Hangover,Adyar,Chinese,200,3.3,3.4,Dumplings Dimsum ,47
Sandwich House,Old Mahabalipuram Road (OMR),Western,450,3.1,3.7,Steak Salad ,44
Crazy Waffles,Saligramam,Chinese,400,3.6,3.9,SpringRoll Dumplings ,43
Millies Cookies,"VR Mall, Anna Nagar",Korean,350,2.8,3.5,Japche Japche ,41
Cream Feast,Adambakkam,Japanese,300,3.2,4.2,Donburi Omuraisu ,48
Kandy's,Pallikaranai,Western,200,3.8,3.9,Hamburger Sandwich ,51
Chennai Fast Food,Velachery,Western,300,3.6,4.1,Salad Hamburger ,41
Hotel Al Reem,Triplicane,Chinese,450,3.3,4.1,SpringRoll SpringRoll ,55
Great Moghul Briyani,Palavakkam,Korean,300,3.7,3.9,Japche Japche ,52
Rasa Parathas,"OMR Food Street, Navallur",Dessert,200,3.5,3.8,Donut Donut ,51
The Juice Shop,Pallavaram,Dessert,250,3.3,2.8,Cupcake Brownies ,36
HUNT IN,Sholinganallur,Korean,300,3.8,3.7,Bibimbap Tteokbokki ,46
S My Hotel,Royapettah,Dessert,250,2.9,3.6,Donut Cupcake ,38
Fluffin,Kolathur,Chinese,400,3.6,3.5,Dumplings Dimsum ,37
Dreamz,Padur,Korean,500,3.3,3.3,Japche Bulgogi ,41
Grand Fast Food,Anna Nagar East,Chinese,300,3.3,3.6,Wontons Dumplings ,44
Sri Venkateshwara's Dal Roti Restaurant,Ekkaduthangal,Korean,350,3.7,4.3,Tteokbokki Tteokbokki ,36
Asia Seven Express,"Phoenix Market City, Velachery",Western,600,2.8,3.9,Steak Salad ,34
Altten D Burger,"OMR Food Street, Navallur",Korean,350,3.1,2.8,Japche Bibimbap ,28
Real Pizza Corrner,Potheri,Dessert,500,3.6,3.5,Cookie Brownies ,29
Yaa Mohaideen Biryani,Medavakkam,Western,700,4.1,3.8,Hamburger Hamburger ,603
Yaa Mohaideen Biryani,T. Nagar,Dessert,400,3.9,3.7,Donut Cupcake ,556
Yaa Mohaideen Biryani,Vadapalani,Western,1000,3.5,3.7,Steak Sandwich ,112
Yaa Mohaideen Biryani,Ambattur,Japanese,700,3.7,4.0,Sushi Omuraisu ,96
SS Hyderabad Biryani,Perambur,Dessert,500,4.2,4.2,Cookie Brownies ,732
SS Hyderabad Biryani,Nungambakkam,Dessert,500,4.3,4.3,Brownies Donut ,797
SS Hyderabad Biryani,Kolathur,Korean,500,4.2,4.3,Japche Japche ,730
SS Hyderabad Biryani,Ambattur,Japanese,500,4.2,4.2,Udon Sushi ,629
SS Hyderabad Biryani,Avadi,Western,500,4.2,4.4,Sandwich Steak ,381
SS Hyderabad Biryani,Perambur,Korean,500,4.1,4.4,Tteokbokki Tteokbokki ,445
SS Hyderabad Biryani,Royapettah,Western,500,4.1,4.4,Pizza Pizza ,364
SS Hyderabad Biryani,Avadi,Chinese,500,4.0,4.2,Dumplings Dimsum ,205
SS Hyderabad Biryani,Parrys,Korean,500,3.9,4.3,Bibimbap Bibimbap ,156
KFC,Chromepet,Chinese,500,4.1,4.2,Wontons Dimsum ,967
KFC,Ashok Nagar,Korean,500,4.0,3.9,Japche Tteokbokki ,748
KFC,Nungambakkam,Japanese,500,3.8,4.0,Donburi Tempura ,890
KFC,Anna Nagar West,Western,500,3.9,4.1,Pizza Pizza ,828
KFC,Mogappair,Chinese,500,4.0,3.8,Dumplings Dimsum ,681
KFC,Velachery,Japanese,500,3.3,3.7,Ramen Udon ,821
KFC,Thuraipakkam,Japanese,500,3.1,3.8,Sushi Udon ,1201
KFC,Porur,Korean,500,4.1,3.8,Bibimbap Japche ,755
KFC,Ramapuram,Japanese,500,3.7,3.8,Udon Udon ,636
KFC,T. Nagar,Korean,500,3.8,4.0,Bibimbap Bulgogi ,574
KFC,Madipakkam,Chinese,500,3.9,3.7,Wontons Dumplings ,502
KFC,Santhome,Dessert,500,3.9,3.9,Donut Cookie ,304
KFC,Kottivakkam,Western,500,3.6,3.9,Steak Salad ,471
KFC,Besant Nagar,Western,500,3.6,4.0,Hamburger Salad ,503
KFC,Poonamalle,Chinese,500,3.9,4.0,Dimsum Dumplings ,454
KFC,"Phoenix Market City, Velachery",Japanese,500,2.7,4.3,Ramen Udon ,367
KFC,Koyambedu,Dessert,500,3.6,4.2,Donut Cookie ,323
KFC,Navallur,Dessert,500,4.1,4.0,Donut Cupcake ,867
KFC,"Chennai Citi Centre, Mylapore",Korean,500,3.8,4.3,Tteokbokki Bulgogi ,799
KFC,Kanchipuram District,Japanese,500,4.1,4.2,Donburi Tempura ,306
KFC,"Ampa Skywalk Mall, Aminijikarai",Chinese,500,3.8,4.0,Dumplings SpringRoll ,473
KFC,"Forum Vijaya Mall, Vadapalani",Western,500,3.8,4.0,Sandwich Hamburger ,468
Savoury Sea Shell,Thousand Lights,Chinese,750,4.2,4.2,Dimsum Wontons ,825
Savoury Sea Shell,Perungudi,Western,800,4.0,4.0,Pizza Pizza ,1223
Savoury Sea Shell,Thuraipakkam,Japanese,800,3.9,3.7,Tempura Ramen ,754
Savoury Sea Shell,Velachery,Western,800,3.9,3.8,Pizza Sandwich ,654
Sangeetha Veg Restaurant,Thuraipakkam,Western,500,4.2,4.2,Salad Steak ,1565
Sangeetha Veg Restaurant,Medavakkam,Dessert,600,4.2,4.1,Brownies Brownies ,884
Sangeetha Veg Restaurant,Perambur,Korean,650,4.2,4.3,Bulgogi Bulgogi ,487
Sangeetha Veg Restaurant,Adyar,Korean,500,4.3,4.1,Bulgogi Tteokbokki ,1260
Sangeetha Veg Restaurant,Velachery,Dessert,650,4.1,4.1,Cupcake Donut ,1159
Sangeetha Veg Restaurant,Egmore,Western,700,4.3,4.2,Pizza Steak ,519
Sangeetha Veg Restaurant,Mylapore,Korean,500,4.0,4.3,Bibimbap Bulgogi ,450
Sangeetha Veg Restaurant,Navallur,Dessert,650,4.2,4.0,Cookie Cookie ,432
Sangeetha's Desi Mane,Ashok Nagar,Korean,750,4.1,4.1,Bibimbap Bibimbap ,514
Sangeetha Veg Restaurant,Koyambedu,Chinese,650,4.1,4.1,Dimsum SpringRoll ,426
Sangeetha Veg Restaurant,Guindy,Korean,500,3.9,4.0,Bulgogi Bibimbap ,325
Sangeetha Veg Restaurant,Egmore,Western,400,3.9,4.1,Salad Salad ,341
Sangeetha Fast Foods,RA Puram,Western,500,3.8,4.5,Salad Salad ,308
Sangeetha Veg Restaurant,GST Road,Chinese,500,3.9,4.2,Dimsum Dumplings ,358
Sangeetha Veg Restaurant,Ramapuram,Japanese,500,2.8,4.0,Ramen Donburi ,335
Sangeetha Veg Restaurant,Thousand Lights,Western,400,3.6,4.3,Hamburger Steak ,191
Sangeetha Veg Restaurant,Vandalur,Japanese,650,3.0,3.8,Tempura Udon ,218
Sangeetha Veg Restaurant,Parrys,Japanese,650,4.1,4.1,Tempura Omuraisu ,206
Sangeetha Veg Restaurant,Poonamalle,Chinese,500,3.9,4.1,Dimsum SpringRoll ,175
Sangeetha Veg Restaurant,Teynampet,Japanese,500,3.2,4.3,Udon Ramen ,162
Sangeetha Veg Restaurant,Santhome,Western,700,3.2,4.2,Pizza Steak ,139
McDonald's,Valasaravakkam,Western,500,3.6,3.5,Hamburger Sandwich ,443
McDonald's,Kilpauk,Western,500,4.0,4.1,Salad Pizza ,420
McDonald's,Adyar,Western,500,3.9,4.1,Salad Salad ,403
McDonald's,Anna Nagar East,Dessert,500,4.1,4.1,Brownies Cupcake ,616
McDonald's,Ashok Nagar,Chinese,500,4.0,4.0,SpringRoll Dimsum ,415
McDonald's,Semmancheri,Chinese,500,3.9,3.9,Dimsum Wontons ,399
McDonald's,Kanchipuram District,Western,500,4.0,4.0,Pizza Pizza ,317
McDonald's,"Ampa Skywalk Mall, Aminijikarai",Dessert,500,3.7,3.9,Cookie Cupcake ,326
McDonald's,"Chennai Citi Centre, Mylapore",Chinese,500,3.7,3.8,Wontons Wontons ,258
McDonald's,Anna Salai,Dessert,500,3.5,4.1,Cupcake Cupcake ,135
McDonald's,Vadapalani,Korean,500,3.8,4.0,Japche Tteokbokki ,164
Dindigul Thalappakatti,Velachery,Western,900,4.0,3.9,Salad Hamburger ,1428
Dindigul Thalappakatti,T. Nagar,Chinese,900,4.2,4.1,SpringRoll Dumplings ,901
Dindigul Thalappakatti,Chromepet,Korean,900,4.0,3.9,Bulgogi Bulgogi ,517
Dindigul Thalappakatti,Medavakkam,Western,900,4.1,3.9,Sandwich Salad ,1152
Dindigul Thalappakatti,Triplicane,Japanese,900,4.1,3.9,Sushi Tempura ,589
Dindigul Thalappakatti,Anna Nagar West,Chinese,900,4.2,3.9,Wontons Wontons ,1018
Dindigul Thalappakatti,Vandalur,Chinese,900,4.1,4.0,Dimsum Dimsum ,959
Dindigul Thalappakatti,Thuraipakkam,Japanese,900,4.1,3.8,Ramen Ramen ,1559
Dindigul Thalappakatti,Nungambakkam,Western,900,4.2,4.1,Sandwich Sandwich ,832
Dindigul Thalappakatti,Ramapuram,Western,900,4.2,4.0,Pizza Sandwich ,1097
Dindigul Thalappakatti,Ashok Nagar,Japanese,900,4.2,4.1,Omuraisu Ramen ,987
Dindigul Thalappakatti,Besant Nagar,Chinese,900,4.1,4.4,SpringRoll Dimsum ,907
Dindigul Thalappakatti,Parrys,Korean,900,4.0,3.9,Bibimbap Bulgogi ,425
Dindigul Thalappakatti,Tambaram,Western,900,4.1,4.0,Salad Salad ,812
Dindigul Thalappakatti,Anna Nagar East,Chinese,900,3.9,4.1,Wontons Dumplings ,674
Dindigul Thalappakatti,Vettuvankeni,Korean,900,4.1,3.8,Bibimbap Tteokbokki ,540
Dindigul Thalappakatti,Mogappair,Chinese,900,4.1,4.0,Dimsum Dumplings ,633
Dindigul Thalappakatti,Selaiyur,Western,900,4.0,3.9,Steak Pizza ,560
Dindigul Thalappakatti,Perambur,Japanese,900,3.9,4.1,Udon Sushi ,309
Dindigul Thalappakatti,Poonamalle,Dessert,900,4.1,4.2,Donut Brownies ,445
Dindigul Thalappakatti,Guindy,Chinese,900,3.8,4.1,Dimsum SpringRoll ,413
Dindigul Thalappakatti,Navallur,Japanese,900,4.0,3.9,Udon Ramen ,409
Dindigul Thalappakatti,Ambattur,Chinese,900,4.0,4.0,Dimsum Dimsum ,303
Salem RR Briyani Unavagam,Medavakkam,Korean,600,4.2,4.0,Bulgogi Bulgogi ,642
Salem RR Briyani Unavagam,Selaiyur,Dessert,600,4.1,3.8,Cupcake Brownies ,356
Salem RR Briyani Unavagam,Sholinganallur,Dessert,550,3.6,3.7,Brownies Cookie ,327
Salem RR Briyani Unavagam,Tambaram,Western,550,4.0,4.0,Steak Steak ,328
Salem RR Briyani Unavagam,Ramapuram,Dessert,700,4.0,3.6,Brownies Brownies ,319
Salem RR Briyani Unavagam,Maduravoyal,Korean,700,3.9,4.0,Bibimbap Tteokbokki ,168
Zaitoon,Anna Nagar East,Japanese,900,4.2,4.2,Tempura Omuraisu ,1263
Zaitoon,Velachery,Dessert,900,4.1,4.3,Donut Cupcake ,2275
Zaitoon,Nungambakkam,Japanese,900,4.2,4.4,Udon Udon ,1065
Zaitoon,Adyar,Chinese,900,4.2,4.3,Wontons Dumplings ,2252
Zaitoon,Egatoor,Korean,900,3.7,3.9,Japche Bibimbap ,141
Nithya Amirtham,Aminijikarai,Western,200,4.0,4.4,Hamburger Sandwich ,98
Hotel Crescent,Anna Nagar West,Western,650,3.9,4.0,Steak Steak ,392
Hotel Crescent,Adyar,Japanese,650,4.0,3.8,Tempura Sushi ,495
Rasavid,Thuraipakkam,Japanese,800,4.2,3.4,Ramen Tempura ,633
Rasavid,Semmancheri,Japanese,800,3.8,3.4,Sushi Ramen ,639
Rasavid,Karapakkam,Chinese,800,4.0,3.7,Dimsum SpringRoll ,1387
Shri Balaajee Bhavan,Anna Nagar East,Japanese,500,4.3,4.2,Donburi Ramen ,776
Shri Balaajee Bhavan,T. Nagar,Korean,500,4.2,3.8,Bulgogi Japche ,375
Shri Balaajee Bhavan,Mogappair,Dessert,400,4.0,4.1,Cupcake Brownies ,377
Shri Balaajee Bhavan,Potheri,Western,500,4.1,4.1,Steak Sandwich ,187
Shri Balaajee Bhavan,Saidapet,Western,300,3.8,3.9,Pizza Pizza ,108
Buhari,Velachery,Chinese,850,2.6,4.0,Dimsum Wontons ,888
Buhari,Anna Nagar East,Korean,850,4.1,4.0,Japche Bibimbap ,641
Buhari,T. Nagar,Chinese,800,3.9,4.0,Dimsum Wontons ,464
Buhari,Ashok Nagar,Japanese,800,3.4,4.2,Omuraisu Tempura ,336
Buhari,Mogappair,Japanese,1000,2.4,4.2,Ramen Donburi ,372
Buhari,Adyar,Dessert,800,3.7,4.0,Brownies Donut ,294
Buhari,Kanchipuram District,Dessert,800,2.9,4.0,Brownies Cookie ,231
Buhari,Purasavakkam,Western,600,2.4,3.9,Steak Steak ,174
Buhari,Thuraipakkam,Chinese,850,2.6,3.7,Wontons Dimsum ,188
Buhari,Kanathur,Western,850,2.3,3.4,Hamburger Sandwich ,93
Buhari,GST Road,Chinese,800,2.6,3.9,SpringRoll SpringRoll ,71
Buhari,Medavakkam,Dessert,850,2.6,3.7,Cookie Brownies ,47
Domino's Pizza,Ashok Nagar,Chinese,400,3.8,4.3,Dumplings Wontons ,490
Domino's Pizza,Royapuram,Dessert,400,3.9,3.8,Brownies Brownies ,603
Domino's Pizza,Perambur,Western,400,4.0,4.4,Pizza Steak ,604
Domino's Pizza,Thuraipakkam,Korean,400,3.8,4.3,Japche Japche ,895
Domino's Pizza,Velachery,Korean,400,3.3,4.2,Bulgogi Japche ,537
Domino's Pizza,Anna Nagar East,Dessert,400,3.7,4.2,Cookie Donut ,544
Domino's Pizza,Kanchipuram District,Western,400,3.2,4.1,Hamburger Steak ,754
Domino's Pizza,Thiruvanmiyur,Dessert,400,3.7,4.4,Cupcake Donut ,353
Domino's Pizza,Ambattur,Western,400,4.1,4.3,Pizza Pizza ,488
Domino's Pizza,Purasavakkam,Chinese,400,3.5,4.2,Dumplings SpringRoll ,497
Domino's Pizza,Chromepet,Chinese,400,4.0,4.5,SpringRoll Wontons ,542
Domino's Pizza,Padur,Japanese,400,3.9,3.9,Tempura Tempura ,586
Domino's Pizza,Tambaram,Japanese,400,3.9,4.3,Donburi Omuraisu ,533
Domino's Pizza,Nanganallur,Japanese,400,3.8,4.1,Tempura Udon ,365
Domino's Pizza,Adyar,Korean,400,3.7,4.5,Tteokbokki Bibimbap ,404
Domino's Pizza,Pallavaram,Korean,400,4.0,4.1,Bibimbap Bulgogi ,400
Domino's Pizza,Mylapore,Chinese,400,3.4,4.4,Dumplings SpringRoll ,295
Domino's Pizza,Selaiyur,Chinese,400,3.5,4.0,Dimsum Wontons ,352
Domino's Pizza,Egmore,Chinese,400,3.8,4.3,SpringRoll Wontons ,351
Domino's Pizza,GST Road,Chinese,400,3.9,4.3,SpringRoll Dumplings ,491
Domino's Pizza,Navallur,Dessert,400,2.6,3.9,Brownies Donut ,468
Domino's Pizza,Poonamalle,Dessert,400,3.9,4.2,Brownies Cookie ,348
Domino's Pizza,Valasaravakkam,Chinese,400,3.9,4.0,Dumplings Dumplings ,356
Domino's Pizza,T. Nagar,Chinese,400,3.9,4.3,SpringRoll SpringRoll ,321
Domino's Pizza,Perungudi,Dessert,400,3.9,4.5,Cupcake Donut ,382
Domino's Pizza,Mogappair,Chinese,400,3.1,4.3,Wontons Dumplings ,363
Domino's Pizza,Saidapet,Chinese,400,3.7,4.3,SpringRoll Dimsum ,310
Domino's Pizza,K.K. Nagar,Dessert,400,3.6,4.3,Cookie Donut ,323
Domino's Pizza,Aminijikarai,Chinese,400,3.5,4.4,SpringRoll Wontons ,308
Domino's Pizza,"DLF IT Park, Ramapuram",Japanese,400,2.7,3.8,Udon Donburi ,384
Domino's Pizza,Nungambakkam,Western,400,3.7,4.3,Salad Steak ,292
Domino's Pizza,Medavakkam,Western,400,2.8,4.0,Hamburger Pizza ,259
Domino's Pizza,Mandaveli,Chinese,400,2.9,3.9,SpringRoll Dimsum ,262
Domino's Pizza,Triplicane,Western,400,3.6,4.5,Salad Steak ,251
Domino's Pizza,"Forum Vijaya Mall, Vadapalani",Japanese,400,3.7,4.0,Sushi Sushi ,290
Domino's Pizza,Medavakkam,Chinese,400,3.4,4.4,Wontons SpringRoll ,251
Domino's Pizza,Teynampet,Chinese,400,3.3,4.3,Dumplings SpringRoll ,223
Domino's Pizza,Anna Nagar East,Japanese,400,3.8,4.2,Tempura Tempura ,202
Domino's Pizza,"Ascendas IT Park, Taramani",Chinese,400,2.6,3.8,Wontons Dimsum ,194
Domino's Pizza,Vettuvankeni,Chinese,400,3.4,3.9,SpringRoll SpringRoll ,192
Domino's Pizza,Kanchipuram District,Dessert,400,3.7,4.1,Cupcake Cupcake ,177
Domino's Pizza,Porur,Western,400,3.4,4.6,Sandwich Pizza ,144
Shree Mithai,Anna Nagar East,Dessert,300,4.4,4.2,Donut Brownies ,1267
Shree Mithai,Adyar,Western,300,4.1,4.3,Sandwich Steak ,198
Orange Wok,Velachery,Korean,1000,4.4,3.9,Bulgogi Tteokbokki ,1302
Orange Wok,Thuraipakkam,Japanese,1000,4.3,3.3,Udon Udon ,504
Copper Kitchen,Porur,Japanese,1000,4.3,3.9,Udon Ramen ,5073
